/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-22 13:45:47:500 0 sec: 0 operations; est completion in 0 second 
2020-03-22 13:45:57:484 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 13:46:07:484 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(1, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-22 13:46:17:484 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 13:46:27:484 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-22 13:46:37:484 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 13:46:47:484 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 13:46:57:484 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 13:47:07:484 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 13:47:17:484 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 13:47:27:484 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 13:47:37:484 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-22 13:47:47:484 1 sec: 292 operations; 29.2 current ops/sec; est completion in 13 hours 56 minutes [READ: Count=292, Max=7539, Min=4252, Avg=4785.82, 90=5091, 99=7063, 99.9=7539, 99.99=7539] 
2020-03-22 13:47:57:484 11 sec: 2473 operations; 218.1 current ops/sec; est completion in 12 hours 52 minutes [READ: Count=2181, Max=8383, Min=3986, Avg=4554.39, 90=4843, 99=5091, 99.9=5183, 99.99=8383] 
2020-03-22 13:48:07:484 21 sec: 4681 operations; 220.8 current ops/sec; est completion in 12 hours 43 minutes [READ: Count=2209, Max=10231, Min=3756, Avg=4503.12, 90=4771, 99=4927, 99.9=5047, 99.99=10231] 
2020-03-22 13:48:17:484 31 sec: 6872 operations; 219.08 current ops/sec; est completion in 12 hours 42 minutes [READ: Count=2191, Max=10847, Min=3866, Avg=4542.6, 90=4791, 99=4915, 99.9=5003, 99.99=10847] 
2020-03-22 13:48:27:484 41 sec: 9037 operations; 216.52 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2164, Max=10991, Min=4030, Avg=4602.4, 90=4815, 99=4939, 99.9=5019, 99.99=10991] 
2020-03-22 13:48:37:484 51 sec: 11214 operations; 217.7 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2177, Max=8279, Min=4032, Avg=4576.11, 90=4803, 99=4935, 99.9=5019, 99.99=8279] 
2020-03-22 13:48:47:484 61 sec: 13376 operations; 216.2 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2162, Max=12055, Min=4050, Avg=4608.78, 90=4827, 99=4943, 99.9=5023, 99.99=12055] 
2020-03-22 13:48:57:484 71 sec: 15544 operations; 216.8 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2168, Max=11591, Min=3990, Avg=4595.61, 90=4811, 99=4943, 99.9=5031, 99.99=11591] 
2020-03-22 13:49:07:484 81 sec: 17713 operations; 216.9 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2170, Max=6591, Min=4096, Avg=4592.22, 90=4807, 99=4931, 99.9=5011, 99.99=6591] 
2020-03-22 13:49:17:485 91 sec: 19872 operations; 215.9 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2159, Max=15791, Min=4070, Avg=4614.53, 90=4815, 99=4931, 99.9=7807, 99.99=15791] 
2020-03-22 13:49:27:484 101 sec: 22035 operations; 216.3 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2162, Max=7035, Min=4038, Avg=4607.84, 90=4823, 99=4931, 99.9=4979, 99.99=7035] 
2020-03-22 13:49:37:484 111 sec: 24197 operations; 216.2 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2162, Max=6467, Min=4082, Avg=4608.29, 90=4819, 99=4931, 99.9=4975, 99.99=6467] 
2020-03-22 13:49:47:484 121 sec: 26364 operations; 216.7 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2167, Max=6307, Min=4100, Avg=4598.04, 90=4811, 99=4927, 99.9=4995, 99.99=6307] 
2020-03-22 13:49:57:484 131 sec: 28549 operations; 218.5 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2185, Max=5031, Min=3942, Avg=4559.27, 90=4795, 99=4927, 99.9=4983, 99.99=5031] 
2020-03-22 13:50:07:484 141 sec: 30731 operations; 218.2 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2182, Max=6319, Min=3798, Avg=4567.82, 90=4799, 99=4935, 99.9=5055, 99.99=6319] 
2020-03-22 13:50:17:484 151 sec: 32888 operations; 215.7 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2157, Max=6795, Min=4172, Avg=4619.04, 90=4827, 99=4935, 99.9=5023, 99.99=6795] 
2020-03-22 13:50:27:484 161 sec: 35049 operations; 216.1 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2161, Max=5899, Min=4132, Avg=4610.86, 90=4823, 99=4951, 99.9=5035, 99.99=5899] 
2020-03-22 13:50:37:484 171 sec: 37212 operations; 216.3 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2163, Max=6851, Min=4052, Avg=4606.28, 90=4823, 99=4955, 99.9=5215, 99.99=6851] 
2020-03-22 13:50:47:484 181 sec: 39376 operations; 216.4 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2165, Max=6623, Min=4112, Avg=4603.08, 90=4823, 99=4927, 99.9=5023, 99.99=6623] 
2020-03-22 13:50:57:484 191 sec: 41538 operations; 216.2 current ops/sec; est completion in 12 hours 45 minutes [READ: Count=2161, Max=6403, Min=3904, Avg=4608.68, 90=4831, 99=4935, 99.9=5055, 99.99=6403] 
2020-03-22 13:51:07:484 201 sec: 43713 operations; 217.5 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2175, Max=6595, Min=4020, Avg=4581.66, 90=4815, 99=4923, 99.9=5027, 99.99=6595] 
2020-03-22 13:51:17:484 211 sec: 45881 operations; 216.8 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2168, Max=6187, Min=4056, Avg=4596.99, 90=4815, 99=4927, 99.9=5107, 99.99=6187] 
2020-03-22 13:51:27:484 221 sec: 48042 operations; 216.1 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2161, Max=7159, Min=4120, Avg=4611.43, 90=4827, 99=4939, 99.9=5095, 99.99=7159] 
2020-03-22 13:51:37:489 231 sec: 50204 operations; 216.2 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2162, Max=6255, Min=4010, Avg=4610.53, 90=4823, 99=4927, 99.9=4995, 99.99=6255] 
2020-03-22 13:51:47:484 241 sec: 52381 operations; 217.7 current ops/sec; est completion in 12 hours 44 minutes [READ: Count=2178, Max=6823, Min=3936, Avg=4574.6, 90=4803, 99=4943, 99.9=5055, 99.99=6823] 
2020-03-22 13:51:57:484 251 sec: 54561 operations; 218 current ops/sec; est completion in 12 hours 43 minutes [READ: Count=2179, Max=5331, Min=3880, Avg=4572.46, 90=4807, 99=4943, 99.9=5003, 99.99=5331] 
2020-03-22 13:52:07:484 261 sec: 56735 operations; 217.4 current ops/sec; est completion in 12 hours 43 minutes [READ: Count=2174, Max=6887, Min=3996, Avg=4583.17, 90=4811, 99=4951, 99.9=5055, 99.99=6887] 
2020-03-22 13:52:17:484 271 sec: 58896 operations; 216.1 current ops/sec; est completion in 12 hours 43 minutes [READ: Count=2161, Max=6811, Min=3998, Avg=4612.06, 90=4839, 99=4967, 99.9=5059, 99.99=6811] 
2020-03-22 13:52:27:484 281 sec: 61061 operations; 216.5 current ops/sec; est completion in 12 hours 43 minutes [READ: Count=2165, Max=7083, Min=3952, Avg=4602.93, 90=4823, 99=4947, 99.9=5079, 99.99=7083] 
2020-03-22 13:52:37:484 291 sec: 63239 operations; 217.8 current ops/sec; est completion in 12 hours 43 minutes [READ: Count=2179, Max=6255, Min=3974, Avg=4579.94, 90=4823, 99=4951, 99.9=5059, 99.99=6255] 
2020-03-22 13:52:47:484 301 sec: 65415 operations; 217.6 current ops/sec; est completion in 12 hours 43 minutes [READ: Count=2175, Max=7019, Min=4064, Avg=4588.01, 90=4819, 99=4947, 99.9=5567, 99.99=7019] 
2020-03-22 13:52:57:484 311 sec: 67586 operations; 217.1 current ops/sec; est completion in 12 hours 42 minutes [READ: Count=2172, Max=6491, Min=4144, Avg=4597.46, 90=4823, 99=4939, 99.9=5127, 99.99=6491] 
2020-03-22 13:53:07:484 321 sec: 69767 operations; 218.1 current ops/sec; est completion in 12 hours 42 minutes [READ: Count=2180, Max=6967, Min=4062, Avg=4577.94, 90=4827, 99=4971, 99.9=5099, 99.99=6967] 
2020-03-22 13:53:17:484 331 sec: 71947 operations; 218 current ops/sec; est completion in 12 hours 42 minutes [READ: Count=2180, Max=6655, Min=4094, Avg=4578.69, 90=4803, 99=4931, 99.9=4995, 99.99=6655] 
2020-03-22 13:53:27:484 341 sec: 74124 operations; 217.7 current ops/sec; est completion in 12 hours 42 minutes [READ: Count=2177, Max=6891, Min=4104, Avg=4585.73, 90=4807, 99=4939, 99.9=5131, 99.99=6891] 
2020-03-22 13:53:37:484 351 sec: 76337 operations; 221.3 current ops/sec; est completion in 12 hours 41 minutes [READ: Count=2214, Max=6879, Min=3942, Avg=4510.29, 90=4755, 99=4907, 99.9=4987, 99.99=6879] 
2020-03-22 13:53:47:484 361 sec: 78518 operations; 218.1 current ops/sec; est completion in 12 hours 41 minutes [READ: Count=2181, Max=6531, Min=4062, Avg=4576.79, 90=4811, 99=4939, 99.9=5055, 99.99=6531] 
2020-03-22 13:53:57:484 371 sec: 80690 operations; 217.2 current ops/sec; est completion in 12 hours 41 minutes [READ: Count=2171, Max=6003, Min=4080, Avg=4595.94, 90=4815, 99=4947, 99.9=5011, 99.99=6003] 
2020-03-22 13:54:07:484 381 sec: 82861 operations; 217.1 current ops/sec; est completion in 12 hours 40 minutes [READ: Count=2171, Max=8011, Min=4092, Avg=4598.35, 90=4827, 99=4951, 99.9=6379, 99.99=8011] 
2020-03-22 13:54:17:484 391 sec: 85040 operations; 217.9 current ops/sec; est completion in 12 hours 40 minutes [READ: Count=2179, Max=6471, Min=3982, Avg=4581.71, 90=4819, 99=4939, 99.9=5035, 99.99=6471] 
2020-03-22 13:54:27:484 401 sec: 87228 operations; 218.8 current ops/sec; est completion in 12 hours 40 minutes [READ: Count=2188, Max=13647, Min=3844, Avg=4561.77, 90=4811, 99=4959, 99.9=6639, 99.99=13647] 
2020-03-22 13:54:37:484 411 sec: 89403 operations; 217.5 current ops/sec; est completion in 12 hours 40 minutes [READ: Count=2175, Max=6687, Min=4074, Avg=4588.88, 90=4819, 99=4935, 99.9=5199, 99.99=6687] 
2020-03-22 13:54:47:484 421 sec: 91589 operations; 218.6 current ops/sec; est completion in 12 hours 39 minutes [READ: Count=2186, Max=6655, Min=3996, Avg=4567.79, 90=4799, 99=4939, 99.9=5091, 99.99=6655] 
2020-03-22 13:54:57:484 431 sec: 93775 operations; 218.6 current ops/sec; est completion in 12 hours 39 minutes [READ: Count=2186, Max=6083, Min=3952, Avg=4564.98, 90=4811, 99=4931, 99.9=5039, 99.99=6083] 
2020-03-22 13:55:07:484 441 sec: 95958 operations; 218.3 current ops/sec; est completion in 12 hours 39 minutes [READ: Count=2183, Max=6703, Min=4038, Avg=4572.83, 90=4803, 99=4939, 99.9=5127, 99.99=6703] 
2020-03-22 13:55:17:484 451 sec: 98129 operations; 217.1 current ops/sec; est completion in 12 hours 39 minutes [READ: Count=2171, Max=6731, Min=4120, Avg=4598.17, 90=4811, 99=4919, 99.9=5047, 99.99=6731] 
2020-03-22 13:55:27:484 461 sec: 100306 operations; 217.7 current ops/sec; est completion in 12 hours 39 minutes [READ: Count=2177, Max=6635, Min=3978, Avg=4584.42, 90=4811, 99=4923, 99.9=5075, 99.99=6635] 
2020-03-22 13:55:37:484 471 sec: 102473 operations; 216.7 current ops/sec; est completion in 12 hours 38 minutes [READ: Count=2168, Max=6359, Min=4076, Avg=4605.98, 90=4839, 99=4951, 99.9=5015, 99.99=6359] 
2020-03-22 13:55:47:484 481 sec: 104644 operations; 217.1 current ops/sec; est completion in 12 hours 38 minutes [READ: Count=2171, Max=6875, Min=4072, Avg=4597.97, 90=4823, 99=4947, 99.9=5155, 99.99=6875] 
2020-03-22 13:55:57:484 491 sec: 106822 operations; 217.8 current ops/sec; est completion in 12 hours 38 minutes [READ: Count=2178, Max=14495, Min=3968, Avg=4582.07, 90=4815, 99=4931, 99.9=6991, 99.99=14495] 
