/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 23:04:23:798 0 sec: 0 operations; est completion in 0 second 
2020-03-27 23:04:33:783 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:04:43:783 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 23:04:53:782 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 23:05:03:783 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:05:13:782 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:05:23:783 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:05:33:782 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:05:43:782 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:05:53:783 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:06:03:782 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:06:13:782 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:06:23:782 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 23:06:33:783 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 23:06:43:782 6 sec: 16 operations; 1.6 current ops/sec; est completion in 48 days 3 hours [SCAN: Count=16, Max=646655, Min=16224, Avg=386578.25, 90=606719, 99=646655, 99.9=646655, 99.99=646655] 
2020-03-27 23:06:53:782 16 sec: 44 operations; 2.8 current ops/sec; est completion in 43 days 19 hours [SCAN: Count=28, Max=636415, Min=32048, Avg=362417.43, 90=611327, 99=636415, 99.9=636415, 99.99=636415] 
2020-03-27 23:07:03:783 26 sec: 76 operations; 3.2 current ops/sec; est completion in 40 days 14 hours [SCAN: Count=32, Max=623615, Min=31424, Avg=308162.75, 90=544255, 99=623615, 99.9=623615, 99.99=623615] 
2020-03-27 23:07:13:782 36 sec: 101 operations; 2.5 current ops/sec; est completion in 42 days [SCAN: Count=25, Max=622079, Min=48160, Avg=413928.32, 90=619007, 99=622079, 99.9=622079, 99.99=622079] 
2020-03-27 23:07:23:782 46 sec: 125 operations; 2.4 current ops/sec; est completion in 43 days 4 hours [SCAN: Count=24, Max=638975, Min=31968, Avg=408236.33, 90=632831, 99=638975, 99.9=638975, 99.99=638975] 
2020-03-27 23:07:33:783 56 sec: 155 operations; 3 current ops/sec; est completion in 42 days 7 hours [SCAN: Count=30, Max=633343, Min=15856, Avg=326072.67, 90=588799, 99=633343, 99.9=633343, 99.99=633343] 
2020-03-27 23:07:43:782 66 sec: 183 operations; 2.8 current ops/sec; est completion in 42 days 3 hours [SCAN: Count=28, Max=645119, Min=93952, Avg=353552, 90=598527, 99=645119, 99.9=645119, 99.99=645119] 
2020-03-27 23:07:53:782 76 sec: 216 operations; 3.3 current ops/sec; est completion in 41 days 1 hour [SCAN: Count=33, Max=632319, Min=15720, Avg=306541.7, 90=564223, 99=632319, 99.9=632319, 99.99=632319] 
2020-03-27 23:08:03:782 86 sec: 249 operations; 3.3 current ops/sec; est completion in 40 days 6 hours [SCAN: Count=33, Max=601087, Min=15904, Avg=296475.03, 90=584191, 99=601087, 99.9=601087, 99.99=601087] 
2020-03-27 23:08:13:783 96 sec: 288 operations; 3.9 current ops/sec; est completion in 38 days 20 hours [SCAN: Count=39, Max=631295, Min=31536, Avg=271154.67, 90=566271, 99=631295, 99.9=631295, 99.99=631295] 
2020-03-27 23:08:23:782 106 sec: 321 operations; 3.3 current ops/sec; est completion in 38 days 10 hours [SCAN: Count=33, Max=612863, Min=47552, Avg=289561.7, 90=473343, 99=612863, 99.9=612863, 99.99=612863] 
2020-03-27 23:08:33:782 116 sec: 351 operations; 3 current ops/sec; est completion in 38 days 11 hours [SCAN: Count=30, Max=620543, Min=15672, Avg=342650.53, 90=535551, 99=620543, 99.9=620543, 99.99=620543] 
2020-03-27 23:08:43:782 126 sec: 379 operations; 2.8 current ops/sec; est completion in 38 days 16 hours [SCAN: Count=28, Max=630271, Min=15864, Avg=343886.43, 90=601087, 99=630271, 99.9=630271, 99.99=630271] 
2020-03-27 23:08:53:782 136 sec: 409 operations; 3 current ops/sec; est completion in 38 days 16 hours [SCAN: Count=30, Max=633343, Min=31520, Avg=348641.6, 90=585215, 99=633343, 99.9=633343, 99.99=633343] 
