/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 17:48:17:886 0 sec: 0 operations; est completion in 0 second 
2020-03-27 17:48:27:869 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:48:37:869 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 17:48:47:869 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 17:48:57:869 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:49:07:869 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:49:17:869 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:49:27:869 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:49:37:869 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:49:47:869 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:49:57:869 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:50:07:869 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:50:17:869 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 17:50:27:869 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 17:50:37:869 6 sec: 27 operations; 2.7 current ops/sec; est completion in 28 days 9 hours [SCAN: Count=27, Max=488447, Min=32736, Avg=242329.78, 90=466175, 99=488447, 99.9=488447, 99.99=488447] 
2020-03-27 17:50:47:869 16 sec: 61 operations; 3.4 current ops/sec; est completion in 31 days 13 hours [SCAN: Count=34, Max=471039, Min=15904, Avg=294007.65, 90=454143, 99=471039, 99.9=471039, 99.99=471039] 
2020-03-27 17:50:57:869 26 sec: 98 operations; 3.7 current ops/sec; est completion in 31 days 10 hours [SCAN: Count=37, Max=482815, Min=15960, Avg=265829.84, 90=439295, 99=482815, 99.9=482815, 99.99=482815] 
2020-03-27 17:51:07:869 36 sec: 143 operations; 4.5 current ops/sec; est completion in 29 days 15 hours [SCAN: Count=45, Max=465919, Min=16176, Avg=225298.76, 90=384511, 99=465919, 99.9=465919, 99.99=465919] 
2020-03-27 17:51:17:869 46 sec: 183 operations; 4 current ops/sec; est completion in 29 days 11 hours [SCAN: Count=40, Max=493567, Min=16032, Avg=247770.5, 90=399871, 99=493567, 99.9=493567, 99.99=493567] 
2020-03-27 17:51:27:869 56 sec: 228 operations; 4.5 current ops/sec; est completion in 28 days 17 hours [SCAN: Count=45, Max=476159, Min=16000, Avg=220133.96, 90=382463, 99=476159, 99.9=476159, 99.99=476159] 
2020-03-27 17:51:37:869 66 sec: 267 operations; 3.9 current ops/sec; est completion in 28 days 21 hours [SCAN: Count=39, Max=461823, Min=15816, Avg=259461.54, 90=445695, 99=461823, 99.9=461823, 99.99=461823] 
2020-03-27 17:51:47:869 76 sec: 305 operations; 3.8 current ops/sec; est completion in 29 days 1 hour [SCAN: Count=38, Max=479231, Min=31728, Avg=263089.68, 90=415231, 99=479231, 99.9=479231, 99.99=479231] 
2020-03-27 17:51:57:869 86 sec: 354 operations; 4.9 current ops/sec; est completion in 28 days 7 hours [SCAN: Count=49, Max=444671, Min=15944, Avg=198407.76, 90=397567, 99=444671, 99.9=444671, 99.99=444671] 
2020-03-27 17:52:07:869 96 sec: 395 operations; 4.1 current ops/sec; est completion in 28 days 7 hours [SCAN: Count=41, Max=476927, Min=31184, Avg=250713.37, 90=427775, 99=476927, 99.9=476927, 99.99=476927] 
2020-03-27 17:52:17:869 106 sec: 433 operations; 3.8 current ops/sec; est completion in 28 days 11 hours [SCAN: Count=38, Max=474879, Min=15928, Avg=261501.37, 90=429823, 99=474879, 99.9=474879, 99.99=474879] 
2020-03-27 17:52:27:869 116 sec: 475 operations; 4.2 current ops/sec; est completion in 28 days 9 hours [SCAN: Count=42, Max=478207, Min=16008, Avg=237158.19, 90=412415, 99=478207, 99.9=478207, 99.99=478207] 
2020-03-27 17:52:37:869 126 sec: 517 operations; 4.2 current ops/sec; est completion in 28 days 8 hours [SCAN: Count=42, Max=475903, Min=15960, Avg=240363.33, 90=412927, 99=475903, 99.9=475903, 99.99=475903] 
