/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 20:43:54:275 0 sec: 0 operations; est completion in 0 second 
2020-03-27 20:44:04:259 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:44:14:259 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 20:44:24:259 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 20:44:34:259 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:44:44:259 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:44:54:259 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:45:04:259 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:45:14:259 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:45:24:259 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:45:34:259 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:45:44:259 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:45:54:259 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 20:46:04:259 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 20:46:14:259 7 sec: 23 operations; 2.3 current ops/sec; est completion in 35 days 12 hours [SCAN: Count=23, Max=655359, Min=16224, Avg=296800.87, 90=571391, 99=655359, 99.9=655359, 99.99=655359] 
2020-03-27 20:46:24:259 17 sec: 49 operations; 2.6 current ops/sec; est completion in 40 days 7 hours [SCAN: Count=26, Max=625663, Min=16088, Avg=370955.54, 90=594431, 99=625663, 99.9=625663, 99.99=625663] 
2020-03-27 20:46:34:259 27 sec: 90 operations; 4.1 current ops/sec; est completion in 34 days 19 hours [SCAN: Count=41, Max=622079, Min=15624, Avg=251907.22, 90=539647, 99=622079, 99.9=622079, 99.99=622079] 
2020-03-27 20:46:44:259 37 sec: 122 operations; 3.2 current ops/sec; est completion in 35 days 3 hours [SCAN: Count=32, Max=631295, Min=15720, Avg=317329.38, 90=551423, 99=631295, 99.9=631295, 99.99=631295] 
2020-03-27 20:46:54:259 47 sec: 150 operations; 2.8 current ops/sec; est completion in 36 days 7 hours [SCAN: Count=28, Max=641023, Min=32032, Avg=347821.43, 90=608255, 99=641023, 99.9=641023, 99.99=641023] 
2020-03-27 20:47:04:259 57 sec: 181 operations; 3.1 current ops/sec; est completion in 36 days 11 hours [SCAN: Count=31, Max=612863, Min=63136, Avg=326792.77, 90=542207, 99=612863, 99.9=612863, 99.99=612863] 
2020-03-27 20:47:14:259 67 sec: 213 operations; 3.2 current ops/sec; est completion in 36 days 10 hours [SCAN: Count=32, Max=633855, Min=31536, Avg=306486, 90=528383, 99=633855, 99.9=633855, 99.99=633855] 
2020-03-27 20:47:24:259 77 sec: 244 operations; 3.1 current ops/sec; est completion in 36 days 13 hours [SCAN: Count=31, Max=617471, Min=77568, Avg=332071.23, 90=496639, 99=617471, 99.9=617471, 99.99=617471] 
2020-03-27 20:47:34:259 87 sec: 274 operations; 3 current ops/sec; est completion in 36 days 18 hours [SCAN: Count=30, Max=617471, Min=15792, Avg=314226.4, 90=568319, 99=617471, 99.9=617471, 99.99=617471] 
2020-03-27 20:47:44:259 97 sec: 307 operations; 3.3 current ops/sec; est completion in 36 days 14 hours [SCAN: Count=33, Max=633343, Min=31280, Avg=316339.64, 90=567295, 99=633343, 99.9=633343, 99.99=633343] 
2020-03-27 20:47:54:259 107 sec: 335 operations; 2.8 current ops/sec; est completion in 36 days 23 hours [SCAN: Count=28, Max=634367, Min=93568, Avg=360077.71, 90=587775, 99=634367, 99.9=634367, 99.99=634367] 
2020-03-27 20:48:04:259 117 sec: 364 operations; 2.9 current ops/sec; est completion in 37 days 5 hours [SCAN: Count=29, Max=635391, Min=47552, Avg=332905.38, 90=601599, 99=635391, 99.9=635391, 99.99=635391] 
2020-03-27 20:48:14:259 127 sec: 398 operations; 3.4 current ops/sec; est completion in 36 days 22 hours [SCAN: Count=34, Max=638975, Min=46752, Avg=303956.71, 90=527871, 99=638975, 99.9=638975, 99.99=638975] 
