/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 12:32:13:296 0 sec: 0 operations; est completion in 0 second 
2020-03-27 12:32:23:279 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:32:33:279 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 12:32:43:279 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 12:32:53:279 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:33:03:279 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:33:13:279 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:33:23:279 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:33:33:279 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:33:43:279 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:33:53:279 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:34:03:279 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:34:13:279 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 12:34:23:279 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 12:34:33:279 6 sec: 75 operations; 7.5 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=75, Max=167551, Min=15776, Avg=85388.85, 90=158975, 99=167551, 99.9=167551, 99.99=167551] 
2020-03-27 12:34:43:279 16 sec: 184 operations; 10.9 current ops/sec; est completion in 10 days 10 hours [SCAN: Count=109, Max=161663, Min=15896, Avg=92575.08, 90=157311, 99=161407, 99.9=161663, 99.99=161663] 
2020-03-27 12:34:53:279 26 sec: 295 operations; 11.1 current ops/sec; est completion in 10 days 10 hours [SCAN: Count=111, Max=161023, Min=15544, Avg=89865.19, 90=143103, 99=161023, 99.9=161023, 99.99=161023] 
2020-03-27 12:35:03:279 36 sec: 405 operations; 11 current ops/sec; est completion in 10 days 11 hours [SCAN: Count=110, Max=161023, Min=15904, Avg=90268.25, 90=144895, 99=160895, 99.9=161023, 99.99=161023] 
2020-03-27 12:35:13:279 46 sec: 521 operations; 11.6 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=116, Max=160639, Min=15712, Avg=86586.28, 90=155903, 99=160511, 99.9=160639, 99.99=160639] 
2020-03-27 12:35:23:279 56 sec: 638 operations; 11.7 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=117, Max=160383, Min=15560, Avg=85097.95, 90=143615, 99=159871, 99.9=160383, 99.99=160383] 
2020-03-27 12:35:33:279 66 sec: 745 operations; 10.7 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=107, Max=159871, Min=15760, Avg=93572.45, 90=157567, 99=159871, 99.9=159871, 99.99=159871] 
2020-03-27 12:35:43:279 76 sec: 861 operations; 11.6 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=117, Max=170879, Min=15832, Avg=86030.05, 90=143615, 99=159743, 99.9=170879, 99.99=170879] 
2020-03-27 12:35:53:279 86 sec: 980 operations; 11.9 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=118, Max=159743, Min=15840, Avg=84607.93, 90=155775, 99=159103, 99.9=159743, 99.99=159743] 
2020-03-27 12:36:03:279 96 sec: 1088 operations; 10.8 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=108, Max=158847, Min=15880, Avg=91885, 90=155903, 99=158719, 99.9=158847, 99.99=158847] 
2020-03-27 12:36:13:279 106 sec: 1205 operations; 11.7 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=117, Max=160639, Min=15928, Avg=85598.05, 90=145151, 99=160383, 99.9=160639, 99.99=160639] 
2020-03-27 12:36:23:279 116 sec: 1318 operations; 11.3 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=113, Max=160639, Min=15896, Avg=88792.88, 90=159103, 99=160511, 99.9=160639, 99.99=160639] 
2020-03-27 12:36:33:279 126 sec: 1426 operations; 10.8 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=108, Max=164223, Min=15984, Avg=91892.37, 90=159615, 99=164095, 99.9=164223, 99.99=164223] 
2020-03-27 12:36:43:279 136 sec: 1530 operations; 10.4 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=104, Max=160895, Min=15984, Avg=96814.96, 90=159999, 99=160767, 99.9=160895, 99.99=160895] 
2020-03-27 12:36:53:279 146 sec: 1643 operations; 11.3 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=113, Max=166655, Min=15664, Avg=87829.81, 90=159487, 99=161279, 99.9=166655, 99.99=166655] 
2020-03-27 12:37:03:279 156 sec: 1761 operations; 11.8 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=118, Max=160767, Min=15736, Avg=84544.95, 90=159487, 99=160639, 99.9=160767, 99.99=160767] 
2020-03-27 12:37:13:279 166 sec: 1869 operations; 10.8 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=108, Max=161535, Min=15872, Avg=92763.26, 90=144767, 99=161023, 99.9=161535, 99.99=161535] 
2020-03-27 12:37:23:279 176 sec: 1971 operations; 10.2 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=102, Max=161023, Min=15960, Avg=97545.49, 90=144639, 99=160511, 99.9=161023, 99.99=161023] 
2020-03-27 12:37:33:279 186 sec: 2084 operations; 11.3 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=113, Max=160511, Min=15872, Avg=89290.65, 90=144511, 99=160127, 99.9=160511, 99.99=160511] 
2020-03-27 12:37:43:279 196 sec: 2191 operations; 10.7 current ops/sec; est completion in 10 days 9 hours [SCAN: Count=107, Max=160639, Min=15816, Avg=92807.36, 90=158719, 99=160383, 99.9=160639, 99.99=160639] 
2020-03-27 12:37:53:279 206 sec: 2301 operations; 11 current ops/sec; est completion in 10 days 9 hours [SCAN: Count=110, Max=171519, Min=15704, Avg=90496.22, 90=158207, 99=159103, 99.9=171519, 99.99=171519] 
2020-03-27 12:38:03:286 216 sec: 2419 operations; 11.8 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=118, Max=159999, Min=15816, Avg=85891.97, 90=143103, 99=159743, 99.9=159999, 99.99=159999] 
2020-03-27 12:38:13:279 226 sec: 2529 operations; 11 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=110, Max=171775, Min=15744, Avg=90272.62, 90=143359, 99=169087, 99.9=171775, 99.99=171775] 
2020-03-27 12:38:23:279 236 sec: 2636 operations; 10.7 current ops/sec; est completion in 10 days 9 hours [SCAN: Count=107, Max=159103, Min=15832, Avg=93794.54, 90=158079, 99=158975, 99.9=159103, 99.99=159103] 
2020-03-27 12:38:33:279 246 sec: 2752 operations; 11.6 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=116, Max=158975, Min=15672, Avg=86323, 90=157695, 99=158719, 99.9=158975, 99.99=158975] 
2020-03-27 12:38:43:279 256 sec: 2869 operations; 11.7 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=117, Max=171775, Min=15648, Avg=84843.83, 90=143231, 99=159103, 99.9=171775, 99.99=171775] 
2020-03-27 12:38:53:279 266 sec: 2975 operations; 10.6 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=106, Max=159359, Min=15416, Avg=94292.64, 90=155519, 99=159231, 99.9=159359, 99.99=159359] 
2020-03-27 12:39:03:279 276 sec: 3086 operations; 11.1 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=111, Max=159231, Min=15712, Avg=90673.69, 90=158335, 99=159231, 99.9=159231, 99.99=159231] 
2020-03-27 12:39:13:279 286 sec: 3199 operations; 11.3 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=113, Max=159231, Min=15760, Avg=88229.03, 90=143103, 99=158591, 99.9=159231, 99.99=159231] 
2020-03-27 12:39:23:279 296 sec: 3309 operations; 11 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=110, Max=159231, Min=15568, Avg=90535.13, 90=158079, 99=158975, 99.9=159231, 99.99=159231] 
2020-03-27 12:39:33:279 306 sec: 3424 operations; 11.5 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=115, Max=159615, Min=15728, Avg=86536.38, 90=158207, 99=159231, 99.9=159615, 99.99=159615] 
2020-03-27 12:39:43:279 316 sec: 3554 operations; 13 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=130, Max=159743, Min=15736, Avg=77675.72, 90=142975, 99=158975, 99.9=159743, 99.99=159743] 
2020-03-27 12:39:53:279 326 sec: 3670 operations; 11.6 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=116, Max=159231, Min=15736, Avg=85781.07, 90=158079, 99=159103, 99.9=159231, 99.99=159231] 
2020-03-27 12:40:03:279 336 sec: 3780 operations; 11 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=110, Max=159231, Min=15720, Avg=91228.15, 90=155775, 99=159231, 99.9=159231, 99.99=159231] 
2020-03-27 12:40:13:279 346 sec: 3895 operations; 11.5 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=115, Max=160511, Min=15872, Avg=86753.67, 90=143999, 99=159615, 99.9=160511, 99.99=160511] 
2020-03-27 12:40:23:279 356 sec: 4006 operations; 11.1 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=111, Max=159871, Min=15672, Avg=89691.42, 90=159231, 99=159871, 99.9=159871, 99.99=159871] 
2020-03-27 12:40:33:279 366 sec: 4115 operations; 10.9 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=109, Max=160639, Min=15768, Avg=92191.71, 90=159359, 99=160127, 99.9=160639, 99.99=160639] 
2020-03-27 12:40:43:279 376 sec: 4230 operations; 11.5 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=115, Max=158975, Min=15768, Avg=86747.51, 90=142975, 99=158847, 99.9=158975, 99.99=158975] 
2020-03-27 12:40:53:279 386 sec: 4340 operations; 11 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=110, Max=159231, Min=15768, Avg=90622, 90=158207, 99=159231, 99.9=159231, 99.99=159231] 
2020-03-27 12:41:03:279 396 sec: 4452 operations; 11.2 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=112, Max=171775, Min=15704, Avg=89883.04, 90=158335, 99=171135, 99.9=171775, 99.99=171775] 
2020-03-27 12:41:13:279 406 sec: 4570 operations; 11.8 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=118, Max=159871, Min=15512, Avg=84705.12, 90=156287, 99=159359, 99.9=159871, 99.99=159871] 
2020-03-27 12:41:23:279 416 sec: 4687 operations; 11.7 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=117, Max=159231, Min=15712, Avg=85200.27, 90=158079, 99=158847, 99.9=159231, 99.99=159231] 
2020-03-27 12:41:33:279 426 sec: 4806 operations; 11.9 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=119, Max=159359, Min=15840, Avg=83418.62, 90=143231, 99=158847, 99.9=159359, 99.99=159359] 
