/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 19:33:39:489 0 sec: 0 operations; est completion in 0 second 
2020-03-27 19:33:49:473 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:33:59:473 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 19:34:09:473 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 19:34:19:473 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:34:29:473 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:34:39:473 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:34:49:473 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:34:59:473 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:35:09:473 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:35:19:473 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:35:29:473 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:35:39:473 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:35:49:473 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 19:35:59:473 6 sec: 23 operations; 2.3 current ops/sec; est completion in 33 days 21 hours [SCAN: Count=23, Max=487935, Min=65920, Avg=286511.3, 90=482815, 99=487935, 99.9=487935, 99.99=487935] 
2020-03-27 19:36:09:472 16 sec: 68 operations; 4.5 current ops/sec; est completion in 28 days 11 hours [SCAN: Count=45, Max=483071, Min=15720, Avg=223063.2, 90=402943, 99=483071, 99.9=483071, 99.99=483071] 
2020-03-27 19:36:19:472 26 sec: 108 operations; 4 current ops/sec; est completion in 28 days 15 hours [SCAN: Count=40, Max=483327, Min=15544, Avg=250762.5, 90=450815, 99=483327, 99.9=483327, 99.99=483327] 
2020-03-27 19:36:29:473 36 sec: 151 operations; 4.3 current ops/sec; est completion in 28 days 3 hours [SCAN: Count=43, Max=482303, Min=15880, Avg=231576.56, 90=447231, 99=482303, 99.9=482303, 99.99=482303] 
2020-03-27 19:36:39:473 46 sec: 185 operations; 3.4 current ops/sec; est completion in 29 days 5 hours [SCAN: Count=34, Max=479231, Min=80064, Avg=293884.24, 90=450047, 99=479231, 99.9=479231, 99.99=479231] 
2020-03-27 19:36:49:473 56 sec: 225 operations; 4 current ops/sec; est completion in 29 days 4 hours [SCAN: Count=40, Max=467711, Min=32064, Avg=250263.8, 90=445439, 99=467711, 99.9=467711, 99.99=467711] 
2020-03-27 19:36:59:473 66 sec: 262 operations; 3.7 current ops/sec; est completion in 29 days 11 hours [SCAN: Count=37, Max=477951, Min=63744, Avg=269626.38, 90=457983, 99=477951, 99.9=477951, 99.99=477951] 
2020-03-27 19:37:09:473 76 sec: 301 operations; 3.9 current ops/sec; est completion in 29 days 12 hours [SCAN: Count=39, Max=454399, Min=31952, Avg=253179.28, 90=445695, 99=454399, 99.9=454399, 99.99=454399] 
2020-03-27 19:37:19:473 86 sec: 338 operations; 3.7 current ops/sec; est completion in 29 days 16 hours [SCAN: Count=37, Max=477695, Min=31216, Avg=271252.76, 90=445951, 99=477695, 99.9=477695, 99.99=477695] 
2020-03-27 19:37:29:473 96 sec: 385 operations; 4.7 current ops/sec; est completion in 29 days 1 hour [SCAN: Count=47, Max=489471, Min=15776, Avg=208809.79, 90=397311, 99=489471, 99.9=489471, 99.99=489471] 
2020-03-27 19:37:39:473 106 sec: 420 operations; 3.5 current ops/sec; est completion in 29 days 9 hours [SCAN: Count=35, Max=477439, Min=31584, Avg=288064, 90=429055, 99=477439, 99.9=477439, 99.99=477439] 
2020-03-27 19:37:49:473 116 sec: 461 operations; 4.1 current ops/sec; est completion in 29 days 7 hours [SCAN: Count=41, Max=476927, Min=15848, Avg=245747.02, 90=459775, 99=476927, 99.9=476927, 99.99=476927] 
2020-03-27 19:37:59:472 126 sec: 503 operations; 4.2 current ops/sec; est completion in 29 days 3 hours [SCAN: Count=42, Max=479999, Min=15944, Avg=238255.14, 90=445695, 99=479999, 99.9=479999, 99.99=479999] 
2020-03-27 19:38:09:473 136 sec: 545 operations; 4.2 current ops/sec; est completion in 29 days [SCAN: Count=42, Max=504063, Min=15800, Avg=237649.52, 90=413439, 99=504063, 99.9=504063, 99.99=504063] 
