/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 15:27:49:096 0 sec: 0 operations; est completion in 0 second 
2020-03-27 15:27:59:082 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:28:09:082 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 15:28:19:082 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 15:28:29:082 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:28:39:082 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:28:49:082 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:28:59:082 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:29:09:082 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:29:19:082 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:29:29:082 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:29:39:082 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:29:49:082 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 15:29:59:082 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 15:30:09:081 6 sec: 37 operations; 3.7 current ops/sec; est completion in 21 days 17 hours [SCAN: Count=37, Max=321279, Min=32224, Avg=181124.97, 90=306687, 99=321279, 99.9=321279, 99.99=321279] 
2020-03-27 15:30:19:082 16 sec: 95 operations; 5.8 current ops/sec; est completion in 20 days 15 hours [SCAN: Count=58, Max=322559, Min=16040, Avg=174508.34, 90=305663, 99=322559, 99.9=322559, 99.99=322559] 
2020-03-27 15:30:29:082 26 sec: 152 operations; 5.7 current ops/sec; est completion in 20 days 12 hours [SCAN: Count=57, Max=316415, Min=15744, Avg=174295.51, 90=287743, 99=316415, 99.9=316415, 99.99=316415] 
2020-03-27 15:30:39:082 36 sec: 207 operations; 5.5 current ops/sec; est completion in 20 days 15 hours [SCAN: Count=55, Max=320511, Min=16040, Avg=182625.96, 90=289535, 99=320511, 99.9=320511, 99.99=320511] 
2020-03-27 15:30:49:082 46 sec: 269 operations; 6.2 current ops/sec; est completion in 20 days 4 hours [SCAN: Count=62, Max=320767, Min=15832, Avg=160081.35, 90=303359, 99=320767, 99.9=320767, 99.99=320767] 
2020-03-27 15:30:59:082 56 sec: 327 operations; 5.8 current ops/sec; est completion in 20 days 3 hours [SCAN: Count=58, Max=319999, Min=16056, Avg=174243.1, 90=301055, 99=319999, 99.9=319999, 99.99=319999] 
2020-03-27 15:31:09:082 66 sec: 387 operations; 6 current ops/sec; est completion in 20 days [SCAN: Count=60, Max=331007, Min=15808, Avg=165915.4, 90=286463, 99=331007, 99.9=331007, 99.99=331007] 
2020-03-27 15:31:19:082 76 sec: 445 operations; 5.8 current ops/sec; est completion in 20 days [SCAN: Count=58, Max=317695, Min=15528, Avg=172006.07, 90=297983, 99=317695, 99.9=317695, 99.99=317695] 
2020-03-27 15:31:29:082 86 sec: 497 operations; 5.2 current ops/sec; est completion in 20 days 5 hours [SCAN: Count=52, Max=317439, Min=15736, Avg=189801.46, 90=301567, 99=317439, 99.9=317439, 99.99=317439] 
2020-03-27 15:31:39:082 96 sec: 554 operations; 5.7 current ops/sec; est completion in 20 days 6 hours [SCAN: Count=57, Max=317183, Min=15920, Avg=177919.23, 90=285183, 99=317183, 99.9=317183, 99.99=317183] 
2020-03-27 15:31:49:082 106 sec: 612 operations; 5.8 current ops/sec; est completion in 20 days 5 hours [SCAN: Count=58, Max=318719, Min=15824, Avg=170615.72, 90=316415, 99=318719, 99.9=318719, 99.99=318719] 
2020-03-27 15:31:59:082 116 sec: 676 operations; 6.4 current ops/sec; est completion in 20 days [SCAN: Count=64, Max=317183, Min=15824, Avg=158665.56, 90=269055, 99=317183, 99.9=317183, 99.99=317183] 
2020-03-27 15:32:09:082 126 sec: 734 operations; 5.8 current ops/sec; est completion in 20 days [SCAN: Count=58, Max=315647, Min=15936, Avg=169505.93, 90=285951, 99=315647, 99.9=315647, 99.99=315647] 
2020-03-27 15:32:19:082 136 sec: 785 operations; 5.1 current ops/sec; est completion in 20 days 4 hours [SCAN: Count=52, Max=316927, Min=31536, Avg=195515.23, 90=300287, 99=316927, 99.9=316927, 99.99=316927] 
2020-03-27 15:32:29:082 146 sec: 849 operations; 6.4 current ops/sec; est completion in 20 days [SCAN: Count=63, Max=320255, Min=15784, Avg=157020.57, 90=284671, 99=320255, 99.9=320255, 99.99=320255] 
2020-03-27 15:32:39:082 156 sec: 912 operations; 6.3 current ops/sec; est completion in 19 days 21 hours [SCAN: Count=63, Max=316671, Min=15728, Avg=160138.1, 90=253311, 99=316671, 99.9=316671, 99.99=316671] 
2020-03-27 15:32:49:082 166 sec: 965 operations; 5.3 current ops/sec; est completion in 20 days [SCAN: Count=53, Max=317695, Min=15960, Avg=184217.43, 90=300543, 99=317695, 99.9=317695, 99.99=317695] 
2020-03-27 15:32:59:082 176 sec: 1022 operations; 5.7 current ops/sec; est completion in 20 days [SCAN: Count=58, Max=317439, Min=15792, Avg=176634.41, 90=286463, 99=317439, 99.9=317439, 99.99=317439] 
2020-03-27 15:33:09:082 186 sec: 1080 operations; 5.8 current ops/sec; est completion in 20 days [SCAN: Count=57, Max=317183, Min=15912, Avg=175345.19, 90=301311, 99=317183, 99.9=317183, 99.99=317183] 
2020-03-27 15:33:19:082 196 sec: 1139 operations; 5.9 current ops/sec; est completion in 20 days [SCAN: Count=59, Max=317951, Min=15848, Avg=169462.78, 90=300543, 99=317951, 99.9=317951, 99.99=317951] 
2020-03-27 15:33:29:082 206 sec: 1195 operations; 5.6 current ops/sec; est completion in 20 days [SCAN: Count=56, Max=329471, Min=15768, Avg=175116.71, 90=300799, 99=329471, 99.9=329471, 99.99=329471] 
2020-03-27 15:33:39:088 216 sec: 1262 operations; 6.7 current ops/sec; est completion in 19 days 21 hours [SCAN: Count=67, Max=329471, Min=15800, Avg=151973.85, 90=284415, 99=329471, 99.9=329471, 99.99=329471] 
2020-03-27 15:33:49:082 226 sec: 1325 operations; 6.3 current ops/sec; est completion in 19 days 19 hours [SCAN: Count=63, Max=313087, Min=15512, Avg=155855.75, 90=297215, 99=313087, 99.9=313087, 99.99=313087] 
2020-03-27 15:33:59:082 236 sec: 1397 operations; 7.2 current ops/sec; est completion in 19 days 15 hours [SCAN: Count=72, Max=329471, Min=15624, Avg=140335.44, 90=269311, 99=329471, 99.9=329471, 99.99=329471] 
2020-03-27 15:34:09:082 246 sec: 1458 operations; 6.1 current ops/sec; est completion in 19 days 14 hours [SCAN: Count=61, Max=317951, Min=15872, Avg=163368.2, 90=284415, 99=317951, 99.9=317951, 99.99=317951] 
2020-03-27 15:34:19:082 256 sec: 1532 operations; 7.4 current ops/sec; est completion in 19 days 9 hours [SCAN: Count=74, Max=316415, Min=15776, Avg=135830.86, 90=253567, 99=316415, 99.9=316415, 99.99=316415] 
