/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 13:07:20:385 0 sec: 0 operations; est completion in 0 second 
2020-03-27 13:07:30:369 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:07:40:369 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 13:07:50:369 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 13:08:00:369 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:08:10:369 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:08:20:369 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:08:30:369 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:08:40:369 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:08:50:369 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:09:00:369 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:09:10:369 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:09:20:369 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:09:30:369 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 13:09:40:369 7 sec: 69 operations; 6.9 current ops/sec; est completion in 11 days 18 hours [SCAN: Count=69, Max=166911, Min=15920, Avg=99777.51, 90=159871, 99=166911, 99.9=166911, 99.99=166911] 
2020-03-27 13:09:50:369 17 sec: 189 operations; 12 current ops/sec; est completion in 10 days 10 hours [SCAN: Count=120, Max=161663, Min=15832, Avg=83631.33, 90=144383, 99=160895, 99.9=161663, 99.99=161663] 
2020-03-27 13:10:00:369 27 sec: 303 operations; 11.4 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=114, Max=162943, Min=15536, Avg=87322.88, 90=157311, 99=161151, 99.9=162943, 99.99=162943] 
2020-03-27 13:10:10:369 37 sec: 417 operations; 11.4 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=114, Max=173567, Min=15624, Avg=88013.72, 90=145535, 99=161407, 99.9=173567, 99.99=173567] 
2020-03-27 13:10:20:369 47 sec: 524 operations; 10.7 current ops/sec; est completion in 10 days 9 hours [SCAN: Count=107, Max=161407, Min=15560, Avg=93403.66, 90=144767, 99=160383, 99.9=161407, 99.99=161407] 
2020-03-27 13:10:30:369 57 sec: 644 operations; 12 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=120, Max=159871, Min=15592, Avg=83375.93, 90=144127, 99=159871, 99.9=159871, 99.99=159871] 
2020-03-27 13:10:40:369 67 sec: 754 operations; 11 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=110, Max=169343, Min=15416, Avg=90732.04, 90=157823, 99=159743, 99.9=169343, 99.99=169343] 
2020-03-27 13:10:50:369 77 sec: 861 operations; 10.7 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=107, Max=171903, Min=15744, Avg=93285.12, 90=158847, 99=161407, 99.9=171903, 99.99=171903] 
2020-03-27 13:11:00:369 87 sec: 970 operations; 10.9 current ops/sec; est completion in 10 days 9 hours [SCAN: Count=109, Max=160767, Min=15664, Avg=91617.54, 90=158463, 99=159615, 99.9=160767, 99.99=160767] 
2020-03-27 13:11:10:369 97 sec: 1086 operations; 11.6 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=116, Max=159487, Min=15680, Avg=85387.52, 90=157951, 99=158975, 99.9=159487, 99.99=159487] 
2020-03-27 13:11:20:369 107 sec: 1203 operations; 11.7 current ops/sec; est completion in 10 days 7 hours [SCAN: Count=117, Max=172159, Min=15736, Avg=86534.91, 90=158335, 99=159231, 99.9=172159, 99.99=172159] 
2020-03-27 13:11:30:369 117 sec: 1310 operations; 10.7 current ops/sec; est completion in 10 days 8 hours [SCAN: Count=107, Max=159487, Min=15776, Avg=93101.5, 90=158719, 99=159359, 99.9=159487, 99.99=159487] 
2020-03-27 13:11:40:369 127 sec: 1429 operations; 11.9 current ops/sec; est completion in 10 days 6 hours [SCAN: Count=119, Max=171775, Min=15784, Avg=84144.54, 90=143231, 99=171519, 99.9=171775, 99.99=171775] 
