/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 16:02:56:307 0 sec: 0 operations; est completion in 0 second 
2020-03-27 16:03:06:293 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:03:16:292 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 16:03:26:292 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 16:03:36:292 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:03:46:292 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:03:56:292 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:04:06:292 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:04:16:292 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:04:26:292 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:04:36:292 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:04:46:292 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:04:56:292 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 16:05:06:292 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 16:05:16:292 6 sec: 45 operations; 4.5 current ops/sec; est completion in 17 days 21 hours [SCAN: Count=45, Max=317695, Min=15864, Avg=151610.84, 90=273919, 99=317695, 99.9=317695, 99.99=317695] 
2020-03-27 16:05:26:292 16 sec: 105 operations; 6 current ops/sec; est completion in 18 days 16 hours [SCAN: Count=60, Max=322303, Min=15696, Avg=167856.87, 90=302591, 99=322303, 99.9=322303, 99.99=322303] 
2020-03-27 16:05:36:292 26 sec: 165 operations; 6 current ops/sec; est completion in 18 days 21 hours [SCAN: Count=60, Max=320511, Min=15976, Avg=163284, 90=304383, 99=320511, 99.9=320511, 99.99=320511] 
2020-03-27 16:05:46:292 36 sec: 224 operations; 5.9 current ops/sec; est completion in 19 days 2 hours [SCAN: Count=59, Max=319487, Min=15952, Avg=171920.68, 90=288767, 99=319487, 99.9=319487, 99.99=319487] 
2020-03-27 16:05:56:292 46 sec: 278 operations; 5.4 current ops/sec; est completion in 19 days 13 hours [SCAN: Count=54, Max=314623, Min=15952, Avg=185690.89, 90=302847, 99=314623, 99.9=314623, 99.99=314623] 
2020-03-27 16:06:06:292 56 sec: 329 operations; 5.1 current ops/sec; est completion in 20 days [SCAN: Count=51, Max=319487, Min=31376, Avg=194142.75, 90=294399, 99=319487, 99.9=319487, 99.99=319487] 
2020-03-27 16:06:16:292 66 sec: 391 operations; 6.2 current ops/sec; est completion in 19 days 19 hours [SCAN: Count=62, Max=331263, Min=15752, Avg=158722.32, 90=301055, 99=331263, 99.9=331263, 99.99=331263] 
2020-03-27 16:06:26:292 76 sec: 447 operations; 5.6 current ops/sec; est completion in 19 days 22 hours [SCAN: Count=56, Max=329727, Min=15640, Avg=180760.71, 90=313599, 99=329727, 99.9=329727, 99.99=329727] 
2020-03-27 16:06:36:292 86 sec: 508 operations; 6.1 current ops/sec; est completion in 19 days 19 hours [SCAN: Count=61, Max=329983, Min=15584, Avg=162735.02, 90=300543, 99=329983, 99.9=329983, 99.99=329983] 
2020-03-27 16:06:46:292 96 sec: 571 operations; 6.3 current ops/sec; est completion in 19 days 15 hours [SCAN: Count=63, Max=317183, Min=15864, Avg=159895.75, 90=282879, 99=317183, 99.9=317183, 99.99=317183] 
2020-03-27 16:06:56:292 106 sec: 632 operations; 6.1 current ops/sec; est completion in 19 days 14 hours [SCAN: Count=61, Max=317695, Min=15648, Avg=162092.33, 90=284927, 99=317695, 99.9=317695, 99.99=317695] 
2020-03-27 16:07:06:292 116 sec: 690 operations; 5.8 current ops/sec; est completion in 19 days 14 hours [SCAN: Count=58, Max=318463, Min=15784, Avg=174645.79, 90=315135, 99=318463, 99.9=318463, 99.99=318463] 
2020-03-27 16:07:16:292 126 sec: 749 operations; 5.9 current ops/sec; est completion in 19 days 14 hours [SCAN: Count=59, Max=318463, Min=15752, Avg=170842.92, 90=317183, 99=318463, 99.9=318463, 99.99=318463] 
2020-03-27 16:07:26:292 136 sec: 807 operations; 5.8 current ops/sec; est completion in 19 days 15 hours [SCAN: Count=58, Max=329983, Min=15816, Avg=172061.72, 90=285951, 99=329983, 99.9=329983, 99.99=329983] 
