/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 18:23:25:292 0 sec: 0 operations; est completion in 0 second 
2020-03-27 18:23:35:276 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:23:45:276 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 18:23:55:276 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 18:24:05:276 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:24:15:276 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:24:25:276 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:24:35:276 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:24:45:276 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:24:55:276 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:25:05:276 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:25:15:276 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:25:25:276 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:25:35:276 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 18:25:45:276 6 sec: 23 operations; 2.3 current ops/sec; est completion in 32 days 22 hours [SCAN: Count=23, Max=481535, Min=32528, Avg=270671.3, 90=466431, 99=481535, 99.9=481535, 99.99=481535] 
2020-03-27 18:25:55:276 16 sec: 67 operations; 4.4 current ops/sec; est completion in 28 days 13 hours [SCAN: Count=44, Max=472063, Min=31376, Avg=229561.27, 90=433663, 99=472063, 99.9=472063, 99.99=472063] 
2020-03-27 18:26:05:276 26 sec: 112 operations; 4.5 current ops/sec; est completion in 27 days 10 hours [SCAN: Count=45, Max=481535, Min=16056, Avg=221625.78, 90=448511, 99=481535, 99.9=481535, 99.99=481535] 
2020-03-27 18:26:15:276 36 sec: 156 operations; 4.4 current ops/sec; est completion in 27 days 2 hours [SCAN: Count=44, Max=476927, Min=15920, Avg=221810.18, 90=434431, 99=476927, 99.9=476927, 99.99=476927] 
2020-03-27 18:26:25:275 46 sec: 196 operations; 4 current ops/sec; est completion in 27 days 11 hours [SCAN: Count=40, Max=481791, Min=15904, Avg=256200, 90=446463, 99=481791, 99.9=481791, 99.99=481791] 
2020-03-27 18:26:35:276 56 sec: 237 operations; 4.1 current ops/sec; est completion in 27 days 14 hours [SCAN: Count=41, Max=478719, Min=15952, Avg=245042.44, 90=398591, 99=478719, 99.9=478719, 99.99=478719] 
2020-03-27 18:26:45:276 66 sec: 278 operations; 4.1 current ops/sec; est completion in 27 days 16 hours [SCAN: Count=41, Max=478463, Min=15696, Avg=245307.9, 90=397055, 99=478463, 99.9=478463, 99.99=478463] 
2020-03-27 18:26:55:276 76 sec: 325 operations; 4.7 current ops/sec; est completion in 27 days 6 hours [SCAN: Count=47, Max=458495, Min=15824, Avg=207834.81, 90=394751, 99=458495, 99.9=458495, 99.99=458495] 
2020-03-27 18:27:05:276 86 sec: 365 operations; 4 current ops/sec; est completion in 27 days 10 hours [SCAN: Count=40, Max=476159, Min=15856, Avg=248663.1, 90=429311, 99=476159, 99.9=476159, 99.99=476159] 
2020-03-27 18:27:15:276 96 sec: 406 operations; 4.1 current ops/sec; est completion in 27 days 12 hours [SCAN: Count=41, Max=476671, Min=46880, Avg=250206.05, 90=459263, 99=476671, 99.9=476671, 99.99=476671] 
2020-03-27 18:27:25:276 106 sec: 447 operations; 4.1 current ops/sec; est completion in 27 days 14 hours [SCAN: Count=41, Max=459775, Min=15640, Avg=241165.27, 90=428031, 99=459775, 99.9=459775, 99.99=459775] 
2020-03-27 18:27:35:276 116 sec: 484 operations; 3.7 current ops/sec; est completion in 27 days 20 hours [SCAN: Count=37, Max=459519, Min=31984, Avg=263353.3, 90=412671, 99=459519, 99.9=459519, 99.99=459519] 
2020-03-27 18:27:45:276 126 sec: 520 operations; 3.6 current ops/sec; est completion in 28 days 3 hours [SCAN: Count=36, Max=475135, Min=32000, Avg=281055.33, 90=460031, 99=475135, 99.9=475135, 99.99=475135] 
2020-03-27 18:27:55:275 136 sec: 566 operations; 4.6 current ops/sec; est completion in 27 days 22 hours [SCAN: Count=46, Max=473599, Min=15928, Avg=221726.35, 90=366079, 99=473599, 99.9=473599, 99.99=473599] 
