/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 18:58:32:309 0 sec: 0 operations; est completion in 0 second 
2020-03-27 18:58:42:294 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:58:52:294 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 18:59:02:294 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 18:59:12:294 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:59:22:294 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:59:32:294 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:59:42:294 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 18:59:52:294 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:00:02:294 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:00:12:294 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:00:22:294 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:00:32:294 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 19:00:42:294 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 19:00:52:294 6 sec: 23 operations; 2.3 current ops/sec; est completion in 32 days 20 hours [SCAN: Count=23, Max=464127, Min=15944, Avg=267879.48, 90=426495, 99=464127, 99.9=464127, 99.99=464127] 
2020-03-27 19:01:02:294 16 sec: 65 operations; 4.2 current ops/sec; est completion in 29 days 10 hours [SCAN: Count=42, Max=479487, Min=31568, Avg=242597.33, 90=433919, 99=479487, 99.9=479487, 99.99=479487] 
2020-03-27 19:01:12:294 26 sec: 104 operations; 3.9 current ops/sec; est completion in 29 days 12 hours [SCAN: Count=39, Max=481023, Min=31328, Avg=258211.28, 90=458495, 99=481023, 99.9=481023, 99.99=481023] 
2020-03-27 19:01:22:294 36 sec: 147 operations; 4.3 current ops/sec; est completion in 28 days 18 hours [SCAN: Count=43, Max=481279, Min=31776, Avg=227605.4, 90=461823, 99=481279, 99.9=481279, 99.99=481279] 
2020-03-27 19:01:32:294 46 sec: 187 operations; 4 current ops/sec; est completion in 28 days 19 hours [SCAN: Count=40, Max=464639, Min=15992, Avg=249915.5, 90=400383, 99=464639, 99.9=464639, 99.99=464639] 
2020-03-27 19:01:42:294 56 sec: 226 operations; 3.9 current ops/sec; est completion in 28 days 22 hours [SCAN: Count=39, Max=479743, Min=15912, Avg=255882.15, 90=430847, 99=479743, 99.9=479743, 99.99=479743] 
2020-03-27 19:01:52:294 66 sec: 271 operations; 4.5 current ops/sec; est completion in 28 days 9 hours [SCAN: Count=45, Max=462847, Min=15792, Avg=218433.51, 90=397567, 99=462847, 99.9=462847, 99.99=462847] 
2020-03-27 19:02:02:294 76 sec: 320 operations; 4.9 current ops/sec; est completion in 27 days 16 hours [SCAN: Count=49, Max=474623, Min=15776, Avg=205016.33, 90=429567, 99=474623, 99.9=474623, 99.99=474623] 
2020-03-27 19:02:12:294 86 sec: 366 operations; 4.6 current ops/sec; est completion in 27 days 8 hours [SCAN: Count=46, Max=476159, Min=15784, Avg=223686.09, 90=428031, 99=476159, 99.9=476159, 99.99=476159] 
2020-03-27 19:02:22:294 96 sec: 408 operations; 4.2 current ops/sec; est completion in 27 days 9 hours [SCAN: Count=42, Max=475647, Min=31824, Avg=237796.57, 90=397055, 99=475647, 99.9=475647, 99.99=475647] 
2020-03-27 19:02:32:294 106 sec: 450 operations; 4.2 current ops/sec; est completion in 27 days 9 hours [SCAN: Count=42, Max=460543, Min=15888, Avg=236546, 90=380671, 99=460543, 99.9=460543, 99.99=460543] 
2020-03-27 19:02:42:294 116 sec: 489 operations; 3.9 current ops/sec; est completion in 27 days 13 hours [SCAN: Count=39, Max=475647, Min=31568, Avg=257751.59, 90=441087, 99=475647, 99.9=475647, 99.99=475647] 
2020-03-27 19:02:52:294 126 sec: 531 operations; 4.2 current ops/sec; est completion in 27 days 13 hours [SCAN: Count=42, Max=476671, Min=31680, Avg=238778.48, 90=421631, 99=476671, 99.9=476671, 99.99=476671] 
2020-03-27 19:03:02:294 136 sec: 571 operations; 4 current ops/sec; est completion in 27 days 16 hours [SCAN: Count=40, Max=488959, Min=15592, Avg=247448.2, 90=459007, 99=488959, 99.9=488959, 99.99=488959] 
